customerid,firstname,lastname,orderid,quantity,title,price,categoryname
1561,QARSEY,DKWNNTOEBV,59,1,ACADEMY UPTOWN,21.99,Children
1561,QARSEY,DKWNNTOEBV,59,2,ACADEMY GUNFIGHT,19.99,Travel
1561,QARSEY,DKWNNTOEBV,59,3,ACADEMY OPPOSITE,15.99,Music
1561,QARSEY,DKWNNTOEBV,59,2,ACADEMY LUCKY,9.99,Action
1156,WOQZYD,CCTBLEGCFP,60,2,ACADEMY SHOOTIST,26.99,Horror
1156,WOQZYD,CCTBLEGCFP,60,1,ACADEMY GRIT,21.99,New
775,JIJTIC,WVQQNUUXOW,61,3,ACADEMY STORY,28.99,Foreign
775,JIJTIC,WVQQNUUXOW,61,2,ACADEMY RANGE,16.99,Action
775,JIJTIC,WVQQNUUXOW,61,2,ACADEMY LESSON,14.99,Music
775,JIJTIC,WVQQNUUXOW,61,2,ACADEMY KRAMER,12.99,Children
775,JIJTIC,WVQQNUUXOW,61,1,ACADEMY PERFECT,23.99,Sci-Fi
775,JIJTIC,WVQQNUUXOW,61,2,ACADEMY SADDLE,21.99,Games
775,JIJTIC,WVQQNUUXOW,61,1,ACADEMY CHEAPER,11.99,Comedy
775,JIJTIC,WVQQNUUXOW,61,3,ACADEMY CRUELTY,11.99,Classics
775,JIJTIC,WVQQNUUXOW,61,3,ACADEMY STEPMOM,18.99,Horror
1334,QWUXBM,GFKIDJYGDC,62,1,ACADEMY TIES,19.99,Horror
541,PUJBKC,HJKMTSMKUM,63,3,ACADEMY PARIS,9.99,Games
541,PUJBKC,HJKMTSMKUM,63,2,ACADEMY DESERT,16.99,Games
541,PUJBKC,HJKMTSMKUM,63,3,ACADEMY SENSE,16.99,Documentary
590,CCLRYN,VNGXCCXXAZ,64,1,ACADEMY TADPOLE,17.99,Documentary
590,CCLRYN,VNGXCCXXAZ,64,2,ACADEMY PET,27.99,Drama
590,CCLRYN,VNGXCCXXAZ,64,3,ACADEMY SPLENDOR,25.99,Action
590,CCLRYN,VNGXCCXXAZ,64,1,ACADEMY SEARCHERS,26.99,Animation
590,CCLRYN,VNGXCCXXAZ,64,2,ACADEMY MONSOON,23.99,Comedy
590,CCLRYN,VNGXCCXXAZ,64,3,ACADEMY SATURDAY,23.99,Documentary
154,XHBKRS,CQEJVSXIGR,65,2,ACADEMY CONQUERER,17.99,Animation
154,XHBKRS,CQEJVSXIGR,65,2,ACADEMY HUSTLER,14.99,Sci-Fi
202,EBVMXQ,HHBKFEAJGU,66,1,ACADEMY MURDER,25.99,Family
202,EBVMXQ,HHBKFEAJGU,66,3,ACADEMY SLEEPY,23.99,Games
202,EBVMXQ,HHBKFEAJGU,66,2,ACADEMY HAPPINESS,23.99,Classics
202,EBVMXQ,HHBKFEAJGU,66,1,ACADEMY HANDICAP,11.99,New
202,EBVMXQ,HHBKFEAJGU,66,1,ACADEMY MOTIONS,22.99,Family
202,EBVMXQ,HHBKFEAJGU,66,2,ACADEMY TRADING,11.99,Children
202,EBVMXQ,HHBKFEAJGU,66,3,ACADEMY TENENBAUMS,28.99,Horror
202,EBVMXQ,HHBKFEAJGU,66,2,ACADEMY INSECTS,17.99,Family
449,OCPWQS,RAEOXSCMGK,67,1,ACADEMY FANTASIA,27.99,Family
449,OCPWQS,RAEOXSCMGK,67,2,ACADEMY RUN,10.99,Horror
449,OCPWQS,RAEOXSCMGK,67,1,ACADEMY JET,15.99,Travel
449,OCPWQS,RAEOXSCMGK,67,1,ACADEMY SUGAR,22.99,Music
449,OCPWQS,RAEOXSCMGK,67,1,ACADEMY EXPECATIONS,22.99,Music
449,OCPWQS,RAEOXSCMGK,67,3,ACADEMY ADAPTATION,28.99,Documentary
1618,LILXWO,IHTBAIXCKQ,68,1,ACADEMY CONGENIALITY,17.99,Sports
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY WARS,12.99,Classics
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY CALIFORNIA,15.99,Drama
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY DARES,21.99,Action
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY LOVER,28.99,Music
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY INTOLERABLE,18.99,Family
1618,LILXWO,IHTBAIXCKQ,68,3,ACADEMY TITANS,19.99,Sports
387,VJIRJT,KUGTSBKREC,69,1,ACADEMY PET,27.99,Drama
387,VJIRJT,KUGTSBKREC,69,2,ACADEMY GANDHI,21.99,Sports
1281,RNDCQA,IFOLAHFKHQ,70,1,ACADEMY LUST,14.99,New
1281,RNDCQA,IFOLAHFKHQ,70,1,ACADEMY EARRING,13.99,Games
1281,RNDCQA,IFOLAHFKHQ,70,2,ACADEMY PREJUDICE,24.99,Action
1281,RNDCQA,IFOLAHFKHQ,70,2,ACADEMY DIVORCE,18.99,Drama
1281,RNDCQA,IFOLAHFKHQ,70,2,ACADEMY DEER,17.99,Music
853,MMDWFA,FPZCABOJSI,71,3,ACADEMY BREAKFAST,18.99,Games
1974,GUDMOA,IXFSDLARFM,72,2,ACADEMY CONTACT,29.99,Sports
1974,GUDMOA,IXFSDLARFM,72,3,ACADEMY HUNCHBACK,22.99,Animation
1974,GUDMOA,IXFSDLARFM,72,3,ACADEMY PIZZA,20.99,Animation
281,LKMOZI,OPAYZZAZAT,73,3,ACADEMY MOULIN,11.99,Sci-Fi
1739,TAASPD,PDYITDLWPX,74,2,ACADEMY FIGHT,19.99,Animation
1739,TAASPD,PDYITDLWPX,74,2,ACADEMY INCH,16.99,Children
1739,TAASPD,PDYITDLWPX,74,3,ACADEMY ROUGE,27.99,New
1739,TAASPD,PDYITDLWPX,74,1,ACADEMY WARLOCK,12.99,Family
1739,TAASPD,PDYITDLWPX,74,1,ACADEMY AMERICAN,24.99,Animation
1739,TAASPD,PDYITDLWPX,74,3,ACADEMY TOURIST,25.99,Music
1739,TAASPD,PDYITDLWPX,74,2,ACADEMY ARMY,21.99,Drama
1739,TAASPD,PDYITDLWPX,74,1,ACADEMY CORE,18.99,Travel
1246,FBGXIE,FEBEHEOKFL,75,2,ACADEMY HEARTBREAKERS,24.99,Horror
1246,FBGXIE,FEBEHEOKFL,75,3,ACADEMY MOURNING,21.99,Horror
1246,FBGXIE,FEBEHEOKFL,75,1,ACADEMY MASSAGE,23.99,Action
1246,FBGXIE,FEBEHEOKFL,75,3,ACADEMY SLEEPING,19.99,New
1246,FBGXIE,FEBEHEOKFL,75,3,ACADEMY BILL,9.99,Documentary
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY TUXEDO,12.99,Animation
770,QGLGHT,XAOBHGUKMF,76,3,ACADEMY TRACY,12.99,Animation
770,QGLGHT,XAOBHGUKMF,76,3,ACADEMY CROSSING,23.99,Foreign
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY USUAL,16.99,Foreign
770,QGLGHT,XAOBHGUKMF,76,3,ACADEMY SORORITY,25.99,Music
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY LANGUAGE,22.99,Documentary
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY CREATURES,27.99,Classics
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY NORTHWEST,28.99,Horror
770,QGLGHT,XAOBHGUKMF,76,1,ACADEMY RULES,22.99,Travel
702,RQJBYF,INARXAFXMY,77,3,ACADEMY MAKER,29.99,Action
702,RQJBYF,INARXAFXMY,77,2,ACADEMY WARDROBE,26.99,Children
702,RQJBYF,INARXAFXMY,77,2,ACADEMY OPERATION,19.99,Drama
1993,WXJFVG,ZCXBLVNMYR,78,1,ACADEMY BROOKLYN,25.99,Children
1993,WXJFVG,ZCXBLVNMYR,78,1,ACADEMY SKY,20.99,Comedy
1993,WXJFVG,ZCXBLVNMYR,78,3,ACADEMY CRANES,22.99,Action
1993,WXJFVG,ZCXBLVNMYR,78,1,ACADEMY GRINCH,27.99,Horror
1993,WXJFVG,ZCXBLVNMYR,78,3,ACADEMY PRIVATE,24.99,Children
1993,WXJFVG,ZCXBLVNMYR,78,3,ACADEMY ALASKA,23.99,Drama
1993,WXJFVG,ZCXBLVNMYR,78,2,ACADEMY CONNECTICUT,18.99,New
1993,WXJFVG,ZCXBLVNMYR,78,3,ACADEMY CHRISTMAS,21.99,Horror
1993,WXJFVG,ZCXBLVNMYR,78,3,ACADEMY PHILADELPHIA,18.99,Drama
1096,WZHLPO,QLSMYWWWQW,79,1,ACADEMY DESIRE,28.99,Animation
1096,WZHLPO,QLSMYWWWQW,79,3,ACADEMY IMAGE,27.99,Sports
1096,WZHLPO,QLSMYWWWQW,79,2,ACADEMY MADRE,21.99,Comedy
1096,WZHLPO,QLSMYWWWQW,79,3,ACADEMY STRICTLY,20.99,Music
1096,WZHLPO,QLSMYWWWQW,79,3,ACADEMY GUN,27.99,Documentary
1096,WZHLPO,QLSMYWWWQW,79,1,ACADEMY CONFUSED,10.99,Music
1096,WZHLPO,QLSMYWWWQW,79,2,ACADEMY DOZEN,24.99,Children
1096,WZHLPO,QLSMYWWWQW,79,2,ACADEMY TWISTED,25.99,Family
1231,UCWQEK,AKSRLCCWBI,80,3,ACADEMY KNOCK,22.99,Sci-Fi
1231,UCWQEK,AKSRLCCWBI,80,2,ACADEMY ALTER,27.99,Travel
1231,UCWQEK,AKSRLCCWBI,80,3,ACADEMY NEMO,23.99,Horror
1231,UCWQEK,AKSRLCCWBI,80,3,ACADEMY LIES,13.99,Games
1351,SVONSC,ESBYLYSQWI,81,1,ACADEMY SHOCK,29.99,Children
1351,SVONSC,ESBYLYSQWI,81,2,ACADEMY FLYING,10.99,Classics
1351,SVONSC,ESBYLYSQWI,81,1,ACADEMY OPERATION,19.99,Drama
1351,SVONSC,ESBYLYSQWI,81,1,ACADEMY DORADO,11.99,Foreign
1351,SVONSC,ESBYLYSQWI,81,2,ACADEMY CHASING,13.99,Animation
771,LGBFEB,TFJAZUNEYR,82,1,ACADEMY ALICE,12.99,Horror
771,LGBFEB,TFJAZUNEYR,82,2,ACADEMY ROUGE,27.99,New
494,KNXOHN,ZMGGLIQCFT,83,3,ACADEMY TOURIST,25.99,Music
494,KNXOHN,ZMGGLIQCFT,83,2,ACADEMY DIVINE,23.99,Music
494,KNXOHN,ZMGGLIQCFT,83,2,ACADEMY ROLLERCOASTER,20.99,Games
494,KNXOHN,ZMGGLIQCFT,83,2,ACADEMY BRANNIGAN,17.99,Foreign
494,KNXOHN,ZMGGLIQCFT,83,3,ACADEMY VIETNAM,10.99,Drama
533,BWFLKZ,GXIYBBFGHJ,84,2,ACADEMY IDENTITY,27.99,Drama
533,BWFLKZ,GXIYBBFGHJ,84,2,ACADEMY FANTASY,11.99,Games
533,BWFLKZ,GXIYBBFGHJ,84,2,ACADEMY TARZAN,26.99,Action
1308,EMOGNE,GADBSTUCWS,85,2,ACADEMY SIMON,21.99,Foreign
1308,EMOGNE,GADBSTUCWS,85,1,ACADEMY LEGEND,21.99,Action
1308,EMOGNE,GADBSTUCWS,85,3,ACADEMY OPEN,14.99,Animation
1308,EMOGNE,GADBSTUCWS,85,2,ACADEMY SUNRISE,14.99,Travel
1308,EMOGNE,GADBSTUCWS,85,1,ACADEMY MOB,20.99,Music
1308,EMOGNE,GADBSTUCWS,85,1,ACADEMY VOYAGE,28.99,Travel
1308,EMOGNE,GADBSTUCWS,85,1,ACADEMY MILE,17.99,Sports
1308,EMOGNE,GADBSTUCWS,85,2,ACADEMY SHIP,14.99,Comedy
1308,EMOGNE,GADBSTUCWS,85,2,ACADEMY UNITED,24.99,Horror
278,WXEEYJ,XANWNSWFIO,86,1,ACADEMY MOSQUITO,23.99,Family
278,WXEEYJ,XANWNSWFIO,86,2,ACADEMY SONS,23.99,Classics
278,WXEEYJ,XANWNSWFIO,86,3,ACADEMY LIGHTS,12.99,Sci-Fi
335,CPILIH,KBYYUOQWPC,87,1,ACADEMY MANCHURIAN,27.99,Animation
335,CPILIH,KBYYUOQWPC,87,1,ACADEMY DOZEN,24.99,Children
335,CPILIH,KBYYUOQWPC,87,1,ACADEMY APOCALYPSE,29.99,Foreign
335,CPILIH,KBYYUOQWPC,87,2,ACADEMY REUNION,27.99,Documentary
335,CPILIH,KBYYUOQWPC,87,3,ACADEMY DARN,11.99,Foreign
335,CPILIH,KBYYUOQWPC,87,3,ACADEMY VICTORY,28.99,Comedy
335,CPILIH,KBYYUOQWPC,87,3,ACADEMY REEF,19.99,Family
335,CPILIH,KBYYUOQWPC,87,2,ACADEMY FEATHERS,25.99,Classics
335,CPILIH,KBYYUOQWPC,87,1,ACADEMY CLEOPATRA,21.99,New
1719,YCJGIW,LNNZMUXFHM,88,1,ACADEMY SUPERFLY,29.99,Documentary
1719,YCJGIW,LNNZMUXFHM,88,2,ACADEMY STREAK,29.99,Children
1719,YCJGIW,LNNZMUXFHM,88,3,ACADEMY VAMPIRE,11.99,New
1719,YCJGIW,LNNZMUXFHM,88,3,ACADEMY MANNEQUIN,17.99,Children
229,ALPWVT,CLCNZTNTPQ,89,1,ACADEMY FERRIS,26.99,Action
229,ALPWVT,CLCNZTNTPQ,89,1,ACADEMY EARLY,23.99,Games
958,YEDQWL,ODUUGJMAPD,90,2,ACADEMY EARLY,23.99,Games
958,YEDQWL,ODUUGJMAPD,90,2,ACADEMY FINDING,19.99,Animation
958,YEDQWL,ODUUGJMAPD,90,2,ACADEMY BLINDNESS,20.99,Classics
958,YEDQWL,ODUUGJMAPD,90,3,ACADEMY PATRIOT,24.99,Comedy
958,YEDQWL,ODUUGJMAPD,90,3,ACADEMY FOREVER,11.99,Family
958,YEDQWL,ODUUGJMAPD,90,1,ACADEMY DOWNHILL,26.99,New
203,PNHGUP,HFULFESZVH,91,1,ACADEMY BLUES,15.99,Horror
1980,NJMWRI,UCAOAONWHW,92,2,ACADEMY CHISUM,17.99,Horror
1980,NJMWRI,UCAOAONWHW,92,2,ACADEMY SISTER,14.99,Music
1980,NJMWRI,UCAOAONWHW,92,2,ACADEMY MOTIONS,22.99,Family
1980,NJMWRI,UCAOAONWHW,92,1,ACADEMY TIMBERLAND,24.99,Action
1980,NJMWRI,UCAOAONWHW,92,1,ACADEMY ARGONAUTS,13.99,Horror
1980,NJMWRI,UCAOAONWHW,92,2,ACADEMY RUGRATS,17.99,Documentary
1980,NJMWRI,UCAOAONWHW,92,3,ACADEMY RIGHT,22.99,Games
788,UOUVHY,WGWPMWNRXQ,93,3,ACADEMY GREEK,11.99,Action
788,UOUVHY,WGWPMWNRXQ,93,2,ACADEMY FROST,19.99,Family
1851,QXIFLI,OOIJMSLDQW,94,2,ACADEMY BETRAYED,16.99,Games
1851,QXIFLI,OOIJMSLDQW,94,1,ACADEMY CALIFORNIA,15.99,Drama
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY PEARL,11.99,Travel
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY GIANT,10.99,New
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY SISTER,14.99,Music
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY REAR,27.99,Children
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY ROMAN,12.99,Horror
514,WAUVQW,JGHCSUWLEK,95,2,ACADEMY GRAIL,26.99,Comedy
514,WAUVQW,JGHCSUWLEK,95,1,ACADEMY STAR,26.99,Foreign
514,WAUVQW,JGHCSUWLEK,95,1,ACADEMY PURE,23.99,Comedy
514,WAUVQW,JGHCSUWLEK,95,1,ACADEMY AIRPLANE,25.99,Family
94,CGPUTV,THGPQDWHTM,96,1,ACADEMY COMMAND,10.99,Foreign
94,CGPUTV,THGPQDWHTM,96,1,ACADEMY ODDS,16.99,Horror
94,CGPUTV,THGPQDWHTM,96,3,ACADEMY GLEAMING,13.99,Comedy
499,XDETEE,WYMVKJXPQG,97,1,ACADEMY ROCK,14.99,Travel
499,XDETEE,WYMVKJXPQG,97,2,ACADEMY SATURN,18.99,Sci-Fi
963,SPFXSE,JENSUMJENX,98,2,ACADEMY USUAL,16.99,Foreign
963,SPFXSE,JENSUMJENX,98,3,ACADEMY POTLUCK,26.99,Drama
791,LRRPHQ,WWNUHMIOQI,99,3,ACADEMY HUNGER,20.99,Sports
791,LRRPHQ,WWNUHMIOQI,99,2,ACADEMY MINE,19.99,Drama
791,LRRPHQ,WWNUHMIOQI,99,3,ACADEMY ALIEN,27.99,Sci-Fi
791,LRRPHQ,WWNUHMIOQI,99,2,ACADEMY HYSTERICAL,21.99,Drama
791,LRRPHQ,WWNUHMIOQI,99,3,ACADEMY APACHE,18.99,Documentary
1137,NXIOUL,FBVKFXUEUL,100,3,ACADEMY SEATTLE,24.99,Horror
1400,XUSGYN,UUDXEVCAJX,101,1,ACADEMY FIDELITY,14.99,Animation
1400,XUSGYN,UUDXEVCAJX,101,1,ACADEMY VARSITY,16.99,Action
1400,XUSGYN,UUDXEVCAJX,101,1,ACADEMY SPARTACUS,27.99,Games
1630,MTXUJE,VRNXXBQGEQ,102,3,ACADEMY BUTTERFLY,22.99,Travel
1630,MTXUJE,VRNXXBQGEQ,102,1,ACADEMY SIEGE,9.99,Children
1630,MTXUJE,VRNXXBQGEQ,102,3,ACADEMY INTRIGUE,13.99,Comedy
1630,MTXUJE,VRNXXBQGEQ,102,1,ACADEMY DOZEN,24.99,Children
1630,MTXUJE,VRNXXBQGEQ,102,2,ACADEMY UNDEFEATED,15.99,Drama
1630,MTXUJE,VRNXXBQGEQ,102,3,ACADEMY NORTH,27.99,Sci-Fi
1630,MTXUJE,VRNXXBQGEQ,102,1,ACADEMY BROOKLYN,25.99,Children
1187,SZMXAH,XFYKWPGDLM,103,1,ACADEMY EXPECATIONS,22.99,Music
1187,SZMXAH,XFYKWPGDLM,103,2,ACADEMY ROSES,18.99,Documentary
1187,SZMXAH,XFYKWPGDLM,103,3,ACADEMY IDOLS,29.99,Action
1187,SZMXAH,XFYKWPGDLM,103,1,ACADEMY TADPOLE,17.99,Documentary
1589,VBYWWY,SGFMQMOIFH,104,1,ACADEMY JERICHO,19.99,Comedy
1589,VBYWWY,SGFMQMOIFH,104,1,ACADEMY MIDSUMMER,17.99,Animation
1589,VBYWWY,SGFMQMOIFH,104,1,ACADEMY FRENCH,25.99,Games
1589,VBYWWY,SGFMQMOIFH,104,2,ACADEMY BIKINI,11.99,Classics
1589,VBYWWY,SGFMQMOIFH,104,3,ACADEMY DAWN,27.99,Animation
1589,VBYWWY,SGFMQMOIFH,104,3,ACADEMY WRONG,25.99,Horror
1589,VBYWWY,SGFMQMOIFH,104,1,ACADEMY SPICE,15.99,Drama
1171,NSXWES,DHVLOHEAVR,105,3,ACADEMY AMISTAD,16.99,Horror
1171,NSXWES,DHVLOHEAVR,105,3,ACADEMY FIDELITY,14.99,Animation
1525,MQUCVM,KYFUEQQMMS,106,1,ACADEMY ARGONAUTS,13.99,Horror
1525,MQUCVM,KYFUEQQMMS,106,1,ACADEMY DREAM,15.99,Comedy
1525,MQUCVM,KYFUEQQMMS,106,3,ACADEMY STEPMOM,18.99,Horror
1525,MQUCVM,KYFUEQQMMS,106,2,ACADEMY FLAMINGOS,12.99,Children
1525,MQUCVM,KYFUEQQMMS,106,2,ACADEMY ALASKA,23.99,Drama
161,SKYDGB,QHRXRXPPDZ,107,1,ACADEMY BILKO,15.99,Family
161,SKYDGB,QHRXRXPPDZ,107,3,ACADEMY LESSON,14.99,Music
161,SKYDGB,QHRXRXPPDZ,107,2,ACADEMY FLINTSTONES,10.99,Sports
161,SKYDGB,QHRXRXPPDZ,107,1,ACADEMY JERICHO,19.99,Comedy
161,SKYDGB,QHRXRXPPDZ,107,2,ACADEMY PEAK,15.99,Animation
161,SKYDGB,QHRXRXPPDZ,107,3,ACADEMY WORDS,22.99,Children
161,SKYDGB,QHRXRXPPDZ,107,2,ACADEMY EASY,12.99,Classics
1436,EREKUW,GNDTYYBTGV,108,1,ACADEMY SUPER,20.99,New
1436,EREKUW,GNDTYYBTGV,108,3,ACADEMY TRADING,11.99,Children
1436,EREKUW,GNDTYYBTGV,108,1,ACADEMY ALASKA,23.99,Drama
1436,EREKUW,GNDTYYBTGV,108,1,ACADEMY CENTER,9.99,Classics
1436,EREKUW,GNDTYYBTGV,108,2,ACADEMY TAXI,17.99,Action
1436,EREKUW,GNDTYYBTGV,108,1,ACADEMY BUGSY,21.99,Horror
1436,EREKUW,GNDTYYBTGV,108,1,ACADEMY EARLY,23.99,Games
1436,EREKUW,GNDTYYBTGV,108,3,ACADEMY GALAXY,17.99,Games
1337,GRMVGJ,UDSZORQHDA,109,3,ACADEMY PICKUP,26.99,Comedy
1337,GRMVGJ,UDSZORQHDA,109,2,ACADEMY BEAR,14.99,Drama
1337,GRMVGJ,UDSZORQHDA,109,1,ACADEMY WARLOCK,12.99,Family
1337,GRMVGJ,UDSZORQHDA,109,3,ACADEMY DIVIDE,28.99,Action
1337,GRMVGJ,UDSZORQHDA,109,1,ACADEMY BABY,12.99,New
1827,MNKMID,VKOGIFEQZF,110,2,ACADEMY NONE,22.99,Documentary
1827,MNKMID,VKOGIFEQZF,110,3,ACADEMY MOURNING,21.99,Horror
1827,MNKMID,VKOGIFEQZF,110,2,ACADEMY MIGHTY,11.99,Foreign
1827,MNKMID,VKOGIFEQZF,110,3,ACADEMY GAMES,11.99,Travel
1227,ZDOSOM,LXNUUENCRG,111,3,ACADEMY HANKY,14.99,Comedy
1227,ZDOSOM,LXNUUENCRG,111,3,ACADEMY MUMMY,21.99,Comedy
1227,ZDOSOM,LXNUUENCRG,111,1,ACADEMY JEEPERS,16.99,Classics
1227,ZDOSOM,LXNUUENCRG,111,2,ACADEMY POCUS,16.99,Family
1227,ZDOSOM,LXNUUENCRG,111,2,ACADEMY VISION,28.99,Music
1227,ZDOSOM,LXNUUENCRG,111,1,ACADEMY SUPER,20.99,New
1227,ZDOSOM,LXNUUENCRG,111,3,ACADEMY GANDHI,21.99,Sports
1227,ZDOSOM,LXNUUENCRG,111,3,ACADEMY HURRICANE,16.99,Sci-Fi
1227,ZDOSOM,LXNUUENCRG,111,3,ACADEMY SPIKING,15.99,Foreign
904,VGCYLF,UGFCTKZAJD,112,1,ACADEMY DANGEROUS,15.99,New
904,VGCYLF,UGFCTKZAJD,112,2,ACADEMY ENOUGH,18.99,Family
904,VGCYLF,UGFCTKZAJD,112,3,ACADEMY SHOCK,29.99,Children
904,VGCYLF,UGFCTKZAJD,112,2,ACADEMY COLOR,13.99,Sports
904,VGCYLF,UGFCTKZAJD,112,2,ACADEMY SNATCHERS,14.99,Foreign
904,VGCYLF,UGFCTKZAJD,112,2,ACADEMY MEMENTO,18.99,Children
904,VGCYLF,UGFCTKZAJD,112,1,ACADEMY EASY,12.99,Classics
904,VGCYLF,UGFCTKZAJD,112,3,ACADEMY PUNK,20.99,Horror
1298,QGBEBA,WLHQDYDOOO,113,3,ACADEMY SPIRITED,16.99,New
1298,QGBEBA,WLHQDYDOOO,113,1,ACADEMY GOLDFINGER,29.99,Documentary
1298,QGBEBA,WLHQDYDOOO,113,1,ACADEMY SECRETARY,18.99,Animation
1298,QGBEBA,WLHQDYDOOO,113,3,ACADEMY DROP,29.99,Foreign
1298,QGBEBA,WLHQDYDOOO,113,3,ACADEMY OTHERS,16.99,New
1702,PSDQZD,KSUBKAFFGL,114,3,ACADEMY HATE,15.99,Drama
1138,UQOPCT,QYEWVYBQJD,115,3,ACADEMY CHAINSAW,29.99,Music
1138,UQOPCT,QYEWVYBQJD,115,2,ACADEMY CRAZY,20.99,Horror
1138,UQOPCT,QYEWVYBQJD,115,3,ACADEMY VIRGINIAN,9.99,Foreign
1138,UQOPCT,QYEWVYBQJD,115,2,ACADEMY GLADIATOR,25.99,Music
1138,UQOPCT,QYEWVYBQJD,115,3,ACADEMY LUCKY,9.99,Action
1138,UQOPCT,QYEWVYBQJD,115,2,ACADEMY WOLVES,25.99,Games
1138,UQOPCT,QYEWVYBQJD,115,2,ACADEMY TROJAN,14.99,New
1377,ARWSUM,KNYYAABURX,116,1,ACADEMY PERFECT,23.99,Sci-Fi
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY POLLOCK,27.99,Sci-Fi
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY APOLLO,24.99,Music
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY LUCKY,9.99,Action
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY ELIZABETH,14.99,Travel
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY AFRICAN,11.99,Children
1377,ARWSUM,KNYYAABURX,116,1,ACADEMY DUMBO,12.99,Classics
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY LAMBS,20.99,Family
1377,ARWSUM,KNYYAABURX,116,2,ACADEMY LOVER,28.99,Music
1791,YLIQPV,UXPCNPFDZH,117,3,ACADEMY SUBMARINE,15.99,Travel
1791,YLIQPV,UXPCNPFDZH,117,3,ACADEMY DRACULA,16.99,Classics
1791,YLIQPV,UXPCNPFDZH,117,3,ACADEMY FERRIS,26.99,Action
1791,YLIQPV,UXPCNPFDZH,117,3,ACADEMY INDIAN,10.99,Sci-Fi
1791,YLIQPV,UXPCNPFDZH,117,1,ACADEMY SHOOTIST,26.99,Horror
1791,YLIQPV,UXPCNPFDZH,117,2,ACADEMY ANTHEM,13.99,Action
1791,YLIQPV,UXPCNPFDZH,117,1,ACADEMY MONTEREY,22.99,Sci-Fi
1791,YLIQPV,UXPCNPFDZH,117,1,ACADEMY BETRAYED,16.99,Games
693,BMQXAV,OQHZVDBFAT,118,3,ACADEMY WANDA,14.99,Drama
693,BMQXAV,OQHZVDBFAT,118,2,ACADEMY OLEANDER,26.99,Sci-Fi
693,BMQXAV,OQHZVDBFAT,118,1,ACADEMY FRISCO,16.99,Animation
693,BMQXAV,OQHZVDBFAT,118,3,ACADEMY TUXEDO,12.99,Animation
693,BMQXAV,OQHZVDBFAT,118,3,ACADEMY BETRAYED,16.99,Games
1850,NXRKOO,ZJDAUYKBRX,119,1,ACADEMY PRESIDENT,25.99,Sci-Fi
1850,NXRKOO,ZJDAUYKBRX,119,1,ACADEMY PRIMARY,9.99,Foreign
1850,NXRKOO,ZJDAUYKBRX,119,2,ACADEMY ALI,24.99,Family
1850,NXRKOO,ZJDAUYKBRX,119,1,ACADEMY ENCOUNTERS,18.99,Travel
1850,NXRKOO,ZJDAUYKBRX,119,3,ACADEMY WATERSHIP,11.99,New
1850,NXRKOO,ZJDAUYKBRX,119,1,ACADEMY BROOKLYN,25.99,Children
1850,NXRKOO,ZJDAUYKBRX,119,2,ACADEMY AGENT,15.99,Foreign
1850,NXRKOO,ZJDAUYKBRX,119,2,ACADEMY GREEDY,20.99,Games
669,YHJRSY,KEDRGGYXOF,120,3,ACADEMY SILVERADO,12.99,Classics
669,YHJRSY,KEDRGGYXOF,120,3,ACADEMY TRAIN,28.99,Travel
669,YHJRSY,KEDRGGYXOF,120,3,ACADEMY LOVE,19.99,Family
669,YHJRSY,KEDRGGYXOF,120,1,ACADEMY MUSSOLINI,13.99,Comedy
669,YHJRSY,KEDRGGYXOF,120,2,ACADEMY TOOTSIE,9.99,Children
669,YHJRSY,KEDRGGYXOF,120,2,ACADEMY TOURIST,25.99,Music
669,YHJRSY,KEDRGGYXOF,120,2,ACADEMY OPPOSITE,15.99,Music
1302,EMSRZA,MACTZAXVWV,121,1,ACADEMY POSEIDON,12.99,Action
1581,QSBGMG,TSNIWYDRRC,122,2,ACADEMY GUN,27.99,Documentary
1581,QSBGMG,TSNIWYDRRC,122,2,ACADEMY LOUISIANA,25.99,Music
1581,QSBGMG,TSNIWYDRRC,122,1,ACADEMY SHREK,10.99,Animation
1581,QSBGMG,TSNIWYDRRC,122,2,ACADEMY DATE,9.99,Comedy
1581,QSBGMG,TSNIWYDRRC,122,1,ACADEMY TRIP,13.99,Animation
